"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","101","Compare API Responses","tests","Sun Dec 07 22:44:21 UTC 2025","passed","Sun Dec 07 22:44:21 UTC 2025","","test_api","",""
