"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","346","Compare API Responses","tests","Sun Dec 07 22:56:01 UTC 2025","failed","Sun Dec 07 22:56:02 UTC 2025","","test_api","",""
