"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","373","Compare API Responses","tests","Mon Dec 08 12:27:03 UTC 2025","failed","Mon Dec 08 12:27:03 UTC 2025","","test_api","",""
