"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","142","Compare API Responses","tests","Wed Dec 10 10:42:35 UTC 2025","passed","Wed Dec 10 10:42:35 UTC 2025","","test_api","",""
