"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","135","Compare API Responses","tests","Mon Dec 08 15:42:00 UTC 2025","passed","Mon Dec 08 15:42:00 UTC 2025","","test_api","",""
