"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","92","Compare API Responses","tests","Wed Dec 10 11:01:44 UTC 2025","passed","Wed Dec 10 11:01:44 UTC 2025","","test_api","",""
