"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","194","Compare API Responses","tests","Mon Feb 23 11:47:18 UTC 2026","passed","Mon Feb 23 11:47:19 UTC 2026","","test_api","",""
