"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","89","Compare API Responses","tests","Mon Dec 08 15:38:52 UTC 2025","passed","Mon Dec 08 15:38:52 UTC 2025","","test_api","",""
